Identifier,Maturity,Physiological Condition,Tree Set To Be Removed,Removal Reason,Capital Asset Value For Amenity Trees,Carbon Storage In Kilograms,Gross Carbon Sequestration Per Year In Kilograms,Pollution Removal Per Year In Grams
49645,Middle aged,Fair,No,,233.02,3.8,0.7,9.2
56247,Juvenile,Good,No,,258.91,4.2,0.9,10.8
38293,Middle aged,Good,No,,1657.04,40,3,10.7
57484,Juvenile,Fair,No,,0,,,
27218,Mature,Fair,No,,5645.27,182.6,6.3,169.3
36250,Mature,Good,No,,48944.34,,,
51785,Middle aged,Fair,No,,2596.33,,,
52589,Middle aged,Fair,No,,1841.16,42.2,2.8,31.7
15906,Mature,Fair,No,,12995.54,455.4,11.3,76
10649,Mature,Fair,No,,21576.11,544,10.8,363.3
54680,Mature,Good,No,,9215.4,224.7,8,246.5
54982,Juvenile,Good,No,,179.8,2.7,0.7,9.9
8462,Juvenile,Good,No,,246.69,5.4,1,37.1
16010,Middle aged,Fair,No,,3646.36,152.1,6.4,55
17838,Mature,Good,No,,27273.29,865.8,18.6,1038.3
859,Middle aged,Fair,No,,8837.58,211.1,6.8,272.4
42056,Middle aged,Good,No,,1127.71,,,
56205,Middle aged,Good,No,,3883.7,40.8,2.9,31.5
45071,Mature,Fair,No,,4641.26,119.8,3.6,236.1
53434,Not Applicable,Not applicable,No,,13291.97,200.1,5.7,294.9
55910,Juvenile,Good,No,,172.61,1.4,0.5,12.8
2608,Mature,Good,No,,20419.63,698.6,16.3,401.1
36365,Middle aged,Good,No,,1268.68,14.1,1.3,25.7
33199,Middle aged,Good,No,,1456.39,19.9,2,35
20435,Middle aged,Good,No,,18150.78,535.2,10.4,228.5
49172,Juvenile,Good,No,,239.74,2.5,0.6,12.6
49363,Middle aged,Fair,No,,2378.77,76.3,3.9,59.8
5835,Mature,Fair,No,,22020.58,577.4,10.5,244
17472,Middle aged,Good,No,,2621.5,38.1,1.8,155.2
57227,Juvenile,Good,No,,179.8,2.3,0.6,4.2
52263,Juvenile,Good,No,,161.82,2.7,0.7,3.5
11501,Mature,Fair,No,,16915.67,862.9,17.7,319.3
6073,Mature,Fair,No,,15979.27,269.7,6.8,347.7
16272,Juvenile,Good,No,,719.2,14.8,1.9,3.5
52921,Juvenile,Fair,No,,103.57,2.3,0.6,3.8
32469,Middle aged,Good,No,,6041.31,167.3,7,60.8
7089,Mature,Good,No,,17404.73,944.4,21,348.9
5560,Mature,Fair,No,,2854.52,67.2,3.7,61.7
14278,Mature,Fair,No,,2436.67,89.7,4.7,91.2
1100530,Middle aged,Fair,No,,1035.65,18.4,1.7,29.5
19514,Veteran,Fair,No,,15112.27,328.3,8.6,98.3
58371,Middle aged,Good,No,,161.82,,,
20175,Mature,Fair,No,,14619.98,301,7.2,86.7
11618,Middle aged,Fair,No,,6892.13,359.4,10.6,85.9
22323,Mature,Dead,No,,6220.4,,,
41227,Juvenile,Fair,No,,469.88,5.4,0.8,11.6
59703,Juvenile,Good,No,,2114.46,,,
55796,Juvenile,Good,No,,528.62,2.4,0.6,15
15147,Mature,Good,No,,6911.55,224.7,8,378.8
20820,Middle aged,Fair,No,,11893.83,160.6,5.4,162.7
50202,Middle aged,Good,No,,1640.86,12.5,1.6,27.5
58049,Juvenile,Good,No,,179.8,,,
413,Mature,Good,No,,19884.55,600.8,15,460.3
2576,Mature,Good,No,,33899.31,1293.7,23.5,490.8
50688,Juvenile,Good,No,,115.07,0.7,0.3,3.8
60149,,,No,,,,,
39273,Middle aged,Fair,No,,5523.49,252.3,8.6,39.3
21678,Mature,Fair,No,,48944.34,930.3,13.8,450.6
55305,Juvenile,Good,No,,172.61,1.2,0.4,5.1
2812,Mature,Good,No,,28360.6,989.9,18.9,189.8
16141,Mature,Good,No,,41943.97,1556.1,26.2,434.7
13371,Middle aged,Good,No,,8165.48,156.1,6.8,91.6
18446,Middle aged,Good,No,,13321.09,419.5,12.1,401.1
8571,Mature,Good,No,,26253.82,589,13.2,685.4
28118,Mature,Good,No,,11746.99,224.6,7.8,98.3
1885,Middle aged,Fair,No,,10338.19,194.7,6.1,567.1
4169,Mature,Good,No,,99689.74,3882.7,41.7,1451
45175,Middle aged,Good,No,,1870.64,46,3.6,91
36402,Mature,Fair,No,,1870.65,36.6,2.2,25.7
47948,Juvenile,Fair,No,,1174.82,5.5,0.9,2.8
19087,Mature,Fair,No,,3146.52,114.7,5,20.9
22140,Mature,Poor,No,,24475.41,709.1,14.7,584
37295,Middle aged,Good,No,,2097.2,40,3,23
18645,Mature,Good,No,,17459.39,567.7,14.4,214.9
12502,Mature,Fair,No,,9398.56,249.5,7.5,238.6
32926,Middle aged,Good,No,,13126.91,319.7,9.7,366.7
52358,Juvenile,Good,No,,179.8,2.7,0.7,3.5
58698,Juvenile,Good,No,,153.43,,,
50640,Juvenile,Good,No,,258.91,1.6,0.5,3.5
21471,Over Mature,Poor,No,,12951.07,611,14.5,162
37090,Middle aged,Good,No,,4281.79,20.8,2.1,86.7
15628,Mature,Fair,No,,19641.82,426.4,8.8,86.7
57442,Middle aged,Fair,No,,3806.03,84.1,4.2,31.4
8552,Mature,Fair,No,,21447.74,458.5,11.4,1243.2
35071,Mature,Good,No,,2378.77,89.7,5.3,57
11899,Mature,Fair,No,,16708.54,478.4,10.8,407.9
15167,Mature,Good,No,,12089.82,291.7,9.2,86.7
21890,Middle aged,Good,No,,9942.27,122,4.8,319.9
20233,Mature,Good,No,,151860.79,5554.7,23,1963
14189,Middle aged,Good,No,,5834.18,102.4,4.9,105.3
6046,Mature,Fair,No,,2013.77,80.3,4.4,50.8
10205,Mature,Good,No,,12274.42,297.5,9.3,223.9
50759,Juvenile,Good,No,,345.22,7.6,1.3,11.8
21269,Mature,Fair,No,,40786.95,1324.8,22.1,465.4
59341,Juvenile,Good,No,,,,,
58363,Juvenile,Good,No,,107.88,,,
26187,Mature,Good,No,,1747.67,53.4,3.6,26.8
17206,Mature,Good,No,,27273.29,649.1,15.7,341.4
1053,Mature,Fair,No,,21212.55,369.6,8.1,55
1359,Mature,Good,No,,9942.27,6000,10,164.9
9726,Middle aged,Good,No,,7258.2,166.4,7,122.3
20164,Mature,Fair,No,,15957.69,407.2,10.5,185.6
4785,Mature,Fair,No,,19064.66,572.1,12,341.4
18165,Mature,Fair,No,,4228.92,181.9,7.2,234.5
2326,Middle aged,Good,No,,2157.61,,,
6927,Mature,Good,No,,27273.29,690.3,16.3,453
16154,Mature,Good,No,,18855.6,745.6,17,125.4
15191,Mature,Fair,No,,4233.95,198.5,7.5,67.7
53716,Middle aged,Good,No,,3115.59,40.1,3,91.3
10521,Mature,Good,No,,11968.27,518.4,14.8,334.1
10047,Mature,Fair,No,,27494.69,1072.2,17,348.2
88,Mature,Good,No,,4536.38,138,6.3,91.7
56514,Mature,Fair,No,,2876.81,,,
16269,Mature,Good,No,,7482.59,293.5,10.7,276.3
53022,Middle aged,Good,No,,1456.39,9,1.4,12.6
52864,Juvenile,Good,No,,345.22,3.5,0.8,15.9
6082,Mature,Good,No,,8165.48,,,
5568,Middle aged,Good,No,,11893.83,152.7,4.9,215.2
22397,Mature,Good,No,,14141.7,862.9,19.9,199.5
12679,Mature,Fair,No,,16681.57,636.1,13.8,250.7
57734,Middle aged,Fair,No,,647.28,21.2,1.7,207
37621,Mature,Fair,No,,2596.33,65.3,3.4,162
13918,Mature,Good,No,,41541.21,1980.7,29.7,445.2
50126,Juvenile,Good,No,,414.26,1.5,0.5,3.3
58364,Middle aged,Fair,No,,958.94,,,
4106,Mature,Good,No,,12307.37,209.5,7.4,197
3566,Mature,Good,No,,16708.54,490.4,12.4,335.4
6249,Mature,Good,No,,15534.8,386.4,11.6,605
7014,Mature,Good,No,,22020.58,,,
47502,Juvenile,Fair,No,,873.84,,,
13060,Mature,Good,No,,15292.07,477.8,13,87.5
1009,Mature,Fair,No,,12531.41,443.7,11.1,128.8
13930,Mature,Good,No,,35350.31,1117.3,19.6,747.4
10774,Middle aged,Good,No,,1268.68,28.4,2.5,18.6
43653,Juvenile,Fair,No,,3145.8,29.8,2.3,89.1
59116,Juvenile,Good,No,,873.84,,,
13375,Mature,Fair,No,,23681.94,285.1,7,164.9
51508,Juvenile,Good,No,,4281.79,18.5,1.1,10.1
11081,Mature,Fair,No,,19178.77,639.4,13.8,296.5
22607,Mature,Good,No,,19641.82,457.7,10.9,273.4
59054,Juvenile,Fair,No,,345.22,,,
8710,Middle aged,Good,No,,9942.27,131.8,5.1,215.2
57126,Juvenile,Good,No,,299.67,2.4,0.6,8.5
54028,Middle aged,Fair,No,,3461.77,65.5,3.5,68.3
3484,Middle aged,Good,No,,8811.14,242.6,8.8,294.6
55616,Middle aged,Good,No,,3728.35,80.3,4.4,107.4
45533,Mature,Fair,No,,1472.93,46.6,3.2,60.8
15862,Middle aged,Fair,No,,16116.88,424.8,7.9,267
34157,Middle aged,Fair,No,,2338.31,26.5,2.2,31.8
57652,Juvenile,Dead,No,,115.07,,,
7862,Juvenile,Dead,Yes,"Dead, dying",719.2,15.6,1.8,14.2
2754,Middle aged,Fair,No,,24273.14,554.5,12.7,278.2
56371,Juvenile,Good,No,,528.62,2.4,0.6,11.6
19452,Mature,Good,No,,65285,2155.7,31.9,929
541,Mature,Fair,No,,63917.08,,,
17960,Middle aged,Fair,No,,1380.87,7.7,1,12.6
7057,Middle aged,Fair,No,,5443.66,198.5,7.5,328.7
20884,Middle aged,Fair,No,,7612.06,113.3,4.4,93.4
6742,Middle aged,Fair,No,,1242.78,20.2,1.8,54.5
54991,Juvenile,Good,No,,239.74,2.4,0.6,9.9
58764,Juvenile,Good,No,,,,,
10319,Middle aged,Good,No,,3568.15,46.9,2.8,124.4
41124,Middle aged,Fair,No,,2589.13,80.3,4.4,44.5
21043,Middle aged,Good,No,,3452.18,63.4,3.9,50.8
21716,Mature,Fair,No,,64.73,1,0.3,98.1
57697,Juvenile,Good,No,,6472.84,97.2,3.4,50.2
59360,Juvenile,Fair,No,,7.19,,,
49849,Mature,Good,No,,21845.82,428,10.6,489.1
18235,Middle aged,Good,No,,3883.7,41.6,2.6,109
56566,Juvenile,Good,No,,388.37,,,
56058,Middle aged,Good,No,,3480.95,84.5,4.7,79.6
5181,Mature,Good,No,,33255.98,1339.1,23.9,464.1
21781,Mature,Good,No,,69906.61,2324.2,33.2,904.4
26528,Middle aged,Fair,No,,3452.18,70.6,3.8,111.9
32033,Mature,Fair,No,,5221.42,,,
60077,,,No,,,,,
10049,Mature,Fair,No,,13532.54,432.5,10.2,371.2
21472,Middle aged,Fair,No,,6766.27,145.5,5.6,97.2
52379,Juvenile,Good,No,,215.76,2.4,0.6,3.5
26322,Middle aged,Good,No,,13808.71,386.4,11.6,223
19526,Mature,Good,No,,65285,1306.5,18.8,899
13749,Middle aged,Good,No,,3883.7,71.2,4.3,168.4
18167,Middle aged,Good,No,,2610.71,102.3,6.1,63.4
9681,Mature,Fair,No,,11486.04,463.3,11.5,626
3358,Middle aged,Fair,No,,2899.83,124.5,5.8,104.3
58048,Juvenile,Good,No,,115.07,,,
12228,Mature,Fair,No,,19641.82,496.3,10.1,156.6
6077,Middle aged,Good,No,,6563.46,,,
7935,Mature,Good,No,,24924.73,902.9,19.1,399.5
49696,Middle aged,Good,No,,755.16,9.1,1.1,21.4
19727,Mature,Good,No,,12583.19,187.5,6.2,331.2
22580,Middle aged,Fair,No,,3452.18,35.5,2.5,71.5
57398,Juvenile,Good,No,,239.74,,,
15942,Mature,Fair,No,,60580.94,2654.3,28.4,368.2
7627,Mature,Good,No,,2853.44,,,
3841,Mature,Good,No,,51740.6,1627.2,27,823.5
13813,Mature,Good,No,,56080.64,1777.9,28.4,1243.2
19842,Mature,Good,No,,23681.94,779.6,17.5,427.5
54265,Not Applicable,Good,No,,179.8,2.7,0.7,3.5
33397,Middle aged,Good,No,,4045.52,138.3,6.8,122.4
51470,Juvenile,Good,No,,258.91,3.7,0.8,2.6
20236,Middle aged,Fair,No,,8738.33,122,4.3,344.6
49097,Middle aged,Good,No,,1941.85,13,1.4,71.7
15328,Mature,Good,No,,41352.78,1025.6,16.4,994.9
58312,Middle aged,Fair,No,,2771.33,,,
16866,Mature,Good,No,,14563.88,433.5,10.9,119.3
15730,Mature,Fair,No,,51926.51,2278.1,27.7,106.8
56244,Juvenile,Good,No,,233.02,4.3,0.9,9.9
21405,Mature,Good,No,,4565.5,89.8,4.7,101.5
46379,Middle aged,Fair,No,,979.01,9.7,1.1,27.3
50009,Middle aged,Fair,No,,863.04,12.8,1.4,25.2
56194,Juvenile,Fair,No,,719.2,12.5,1.4,9.9
47501,Juvenile,Fair,No,,215.76,2.5,0.6,13.7
48081,Juvenile,Good,No,,1035.65,23.1,2.4,31.7
37074,Middle aged,Fair,No,,647.28,12.5,1.4,12.6
1660,Mature,Fair,No,,5243,119.7,5.2,97.8
20224,Mature,Good,No,,154085.82,4340.5,38.4,1788.6
21266,Mature,Good,No,,101015.06,3503.8,43.9,785.3
51766,Juvenile,Fair,No,,317.17,,,
12691,Middle aged,Fair,No,,8738.33,112.6,4.1,164.9
30348,Mature,Fair,No,,18131.49,388,8.4,220.8
13934,Mature,Good,No,,38067.82,930.3,15.5,378.8
10346,Middle aged,Good,No,,1268.68,19.7,2,18.6
4424,Mature,Fair,No,,2088.57,84.5,4.2,79.6
15299,Mature,Fair,No,,18797.11,301,7.2,378.8
46352,Middle aged,Good,No,,2078.5,33.7,3,11.6
2549,Mature,Fair,No,,12694.3,254.8,6.6,215.4
5515,Mature,Good,No,,14020.16,213,6.7,276.7
31471,Mature,Fair,No,,2097.2,61.4,3.8,25.4
36324,Mature,Good,No,,7048.92,272,10.1,122.4
52606,Middle aged,Good,No,,264.31,5.5,1,14.4
59342,Juvenile,Good,No,,,,,
6608,Mature,Fair,No,,18150.78,631.7,12.6,378.8
48889,Middle aged,Good,No,,613.72,4.4,0.9,3.7
57708,Juvenile,Good,No,,115.07,,,
44240,Middle aged,Fair,No,,14507.78,287.9,8.1,199.7
36267,Middle aged,Good,No,,2494.19,34.3,2.8,54.5
52853,Juvenile,Good,No,,161.82,2.6,0.6,6.7
41731,Middle aged,Good,No,,1820.48,33.9,2.8,42.3
41666,Juvenile,Good,No,,233.02,,,
31681,Over Mature,Fair,No,,91354.35,3143,35.4,1510.7
19021,Over Mature,Good,No,,9398.56,215.3,8.2,327.1
16283,Mature,Good,No,,4660.44,106.8,5.4,107.4
17399,Middle aged,Good,No,,8811.14,184.6,6.4,91
49576,Middle aged,Fair,No,,1242.78,23.3,2,15.9
13756,Mature,Fair,No,,8861.31,361.4,10.8,254.1
49955,Mature,Good,No,,2336.69,58.2,3.8,44.5
32558,Middle aged,Good,No,,3236.42,67.9,4.1,167
32298,Middle aged,Good,No,,1747.67,61.4,4.3,135.1
15683,Mature,Fair,No,,3728.35,102.1,4.7,34
60362,,,No,,,,,
55490,Juvenile,Good,No,,103.57,1.6,0.5,5.7
10707,Mature,Good,No,,3728.35,124.5,6.5,216.7
59580,,,No,,,,,
44767,Middle aged,Good,No,,2209.39,21.8,1.7,28.7
20899,Mature,Fair,No,,107044.5,3870.6,37.1,807.2
21245,Mature,Good,No,,66887.03,1906.1,29.5,352.2
16825,Mature,Fair,No,,32285.06,966.2,13.3,376
52872,Juvenile,Good,No,,422.9,3.2,0.7,4.5
45245,Mature,Good,No,,3424.13,113.9,6.1,35.1
14265,Middle aged,Fair,No,,4418.79,93.9,4.4,55
3815,Middle aged,Good,No,,10904.57,273.6,8.4,340.3
38167,Middle aged,Fair,No,,14503.94,,,
1880,Middle aged,Fair,No,,6291.6,125.7,5.1,164.9
47657,Middle aged,Fair,No,,970.92,10.1,1.2,38
46948,Mature,Good,No,,3835.75,,,
1100513,Middle aged,Fair,No,,1456.39,33.9,2.5,14.4
58802,Juvenile,Good,No,,0,,,
51355,Middle aged,Fair,No,,4971.14,116.7,4.9,57.4
21075,Mature,Good,No,,42293.5,783.1,12.5,545.2
37151,Juvenile,Good,No,,6563.46,6.3,0.7,12.4
54189,Mature,Good,No,,41089.55,1378.1,22.2,803.9
2979,Over Mature,Fair,No,,4854.63,176.2,6.4,66.8
45534,Mature,Fair,No,,21050.62,808.9,14.5,35.8
46374,Mature,Good,No,,2078.5,24.1,2.3,47.5
56044,Juvenile,Good,No,,258.91,3.7,0.8,13.2
54950,Juvenile,Good,No,,317.17,1.5,0.5,3.3
16694,Mature,Fair,No,,36128.12,906.9,17.1,823.5
28139,Mature,Fair,No,,47129.79,1906.1,26.3,463
50838,Middle aged,Good,No,,783.21,6.2,1.1,11.6
49515,Juvenile,Good,No,,647.28,5.4,1,3.5
2335,Juvenile,Good,No,,2157.61,,,
17964,Mature,Good,No,,31905.68,1074.3,21.2,652.3
11832,Middle aged,Good,No,,7078.05,95.2,4.2,277.7
6130,Mature,Fair,No,,18879.1,406.9,8.6,305.8
10536,Mature,Fair,No,,35350.31,1247.9,20.5,549.1
15092,Mature,Good,No,,8861.31,359.4,11.9,210.2
44882,Middle aged,Good,No,,2336.69,28.7,2.5,24.8
58679,Juvenile,Good,No,,64.73,,,
49049,Mature,Good,No,,539.4,13.2,1.6,54.5
17387,Mature,Good,No,,16384.37,417.1,12,470.1
5508,Mature,Good,No,,22370.12,369.6,9.1,341.4
50801,Juvenile,Good,No,,970.92,3.7,0.7,12.8
32519,Middle aged,Good,No,,1747.67,39.2,3.3,63.4
8668,Middle aged,Fair,No,,4660.44,99.1,4.6,195.6
41744,Middle aged,Fair,No,,2378.77,27.6,2.4,111.8
3373,Mature,Fair,No,,23336.73,684.3,14.3,242.2
58305,Juvenile,Good,No,,172.61,,,
55338,Juvenile,Good,No,,345.22,1.8,0.5,3.7
41019,Mature,Good,No,,2097.2,62.1,4.3,18.3
13966,Mature,Good,No,,39646.12,1284.8,23.5,823.5
46158,Middle aged,Good,No,,1165.11,20.8,2.1,11.2
13323,Middle aged,Fair,No,,7309.99,225.8,7,49.3
38378,Juvenile,Dead,No,,911.59,28.1,2.7,102.1
57212,Juvenile,Good,No,,269.7,2.4,0.6,5.9
49654,Middle aged,Good,No,,7.19,6.2,1.1,12.6
20723,Mature,Fair,No,,91354.35,2543.3,31.3,1038.3
37104,Mature,Fair,No,,6766.27,175,6.2,77.2
14019,Mature,Fair,No,,19641.82,670.3,14.2,428
59957,Middle aged,Fair,No,,1078.8,,,
49916,Middle aged,Poor,No,,11668.37,368.4,9.4,246.5
14685,Mature,Fair,No,,9786.92,187.5,5.5,4.5
7695,Mature,Good,No,,19884.55,468.7,12.9,272.7
35012,Mature,Fair,No,,7258.21,180.1,6.6,55.7
12286,Middle aged,Fair,No,,5898.38,118.7,5.1,258.9
51148,Juvenile,Good,No,,239.74,2.4,0.6,3.5
11913,Juvenile,Fair,No,,2184.58,33.4,2.4,25.2
19785,Middle aged,Fair,No,,911.59,23.1,2.1,57.8
42126,Middle aged,Good,No,,8165.48,,,
58400,Juvenile,Good,No,,1903.01,,,
42125,Middle aged,Good,No,,1941.85,13.2,1.6,12.6
20851,Mature,Good,No,,15957.69,373.5,11.3,272.7
12239,Mature,Fair,No,,1456.39,33.9,2.5,48.2
57093,Juvenile,Good,No,,349.53,,,
9908,Middle aged,Fair,No,,10740.11,281.4,8.5,50.8
10233,Over Mature,Fair,No,,53170.26,2156,26.8,145.3
36270,Middle aged,Good,No,,863.04,2.9,0.2,20
60276,Middle aged,Fair,No,,4142.62,,,
4780,Middle aged,Good,No,,18131.49,612.4,15.1,278.2
15866,Middle aged,Fair,No,,24977.46,556,8.9,251.8
19585,Mature,Good,No,,26253.82,426.4,9.9,575.4
352,Middle aged,Good,No,,27273.29,731.2,16.8,456.1
57236,Juvenile,Good,No,,115.07,1.4,0.4,6.1
41973,Middle aged,Good,No,,932.09,23.1,2.4,12.6
42019,Middle aged,Good,No,,3505.04,60.7,3.9,98.6
56275,Middle aged,Fair,No,,690.44,7.2,1,28.1
2700,Mature,Good,No,,112659.68,4633.4,35.6,1188.3
4235,Mature,Fair,No,,5501.91,215.6,8,196.8
55520,Middle aged,Good,No,,1941.85,23.3,2.2,23.8
42102,Middle aged,Fair,No,,870.23,12.8,1.6,25.2
1825,Mature,Good,No,,5825.55,215.6,8.9,201.3
59415,Juvenile,Fair,No,,299.67,,,
21611,Mature,Fair,No,,60595.43,1196.6,15.9,687.6
11104,Mature,Fair,No,,6167.17,292.5,10.6,85.9
56995,Juvenile,Good,No,,153.43,0.9,0.3,5.1
11382,Mature,Fair,No,,9746.65,455.4,11.3,261
38323,Middle aged,Fair,No,,699.07,9.6,1.2,14.1
8776,Middle aged,Fair,No,,9976.79,230.1,7.5,242.2
15010,Mature,Good,No,,13321.09,424.3,12.2,340.3
59022,Mature,Fair,No,,11507.26,,,
54767,Juvenile,Fair,No,,215.76,2.4,0.5,9.9
1549,Mature,Fair,No,,28360.6,1121.1,17.4,294.3
39186,Middle aged,Good,No,,2157.61,46.1,3.3,23
14299,Middle aged,Fair,No,,6684.82,105,4.8,76.2
18287,Mature,Good,No,,9786.92,187.5,6.2,169.3
54588,Juvenile,Good,No,,613.72,9.7,1.4,14.2
4661,Mature,Good,No,,6450.78,196.6,7.3,76.2
59510,Juvenile,Fair,No,,179.8,,,
60092,,,No,,,,,
2529,Mature,Good,No,,35240.99,1250.4,20.8,746.5
49377,Middle aged,Good,No,,3115.59,33.6,2.7,53.6
2222,Mature,Fair,No,,40839.27,1721.3,22.3,591.5
55240,Juvenile,Good,No,,115.07,1.5,0.5,9.3
46010,Middle aged,Good,No,,1947.25,46.6,3.6,67.7
52201,Middle aged,Fair,No,,4971.14,40,1.8,43.1
49948,Middle aged,Good,No,,414.26,7.4,1.1,22.3
56476,Juvenile,Good,No,,1456.39,39.8,3.3,113.1
42205,Middle aged,Good,No,,863.04,15,1.7,24.7
6420,Middle aged,Fair,No,,4195.36,77.8,4,76
50374,Middle aged,Fair,No,,2114.46,29.1,2.3,41.2
14481,Middle aged,Good,No,,7775.5,121.6,6.2,53.1
58702,Juvenile,Good,No,,115.07,,,
19681,Mature,Fair,No,,3424.13,94.8,5,95.7
59061,Juvenile,Good,No,,153.43,,,
31572,Middle aged,Good,No,,2209.39,33.6,2.7,33.1
22621,Middle aged,Fair,No,,3480.95,86.1,4.8,44.5
51791,Juvenile,Good,No,,317.17,2.7,0.7,9.9
52432,Juvenile,Good,No,,352.41,2.7,0.7,3.5
22696,Mature,Fair,No,,8462.87,383.6,11,60.8
56543,Juvenile,Good,No,,179.8,2.7,0.7,9.9
351,Middle aged,Fair,No,,15664.26,301,7.2,190.5
49799,Juvenile,Good,No,,345.22,6.6,1.1,4
57249,Juvenile,Good,No,,215.76,3.2,0.7,12.5
52444,Juvenile,Good,No,,460.29,8.6,1.4,11.6
46076,Juvenile,Good,No,,179.8,,,
38916,Mature,Fair,No,,6892.13,359.4,10.6,229.1
50005,Juvenile,Good,No,,269.7,1.8,0.4,14.6
17684,Mature,Good,No,,50332.76,930.3,15.5,622.6
58886,Juvenile,Dead,No,,153.43,,,
17103,Mature,Fair,No,,11815.08,328.8,8.8,246.5
5007,Mature,Good,No,,11223.89,142.1,5.3,442.7
58628,Juvenile,Good,No,,191.79,,,
10686,Mature,Fair,No,,17502.54,676.9,14.2,56
11855,Mature,Fair,No,,44740.23,1361.3,19.4,413.4
59170,Juvenile,Fair,No,,1078.8,,,
39058,Mature,Fair,No,,407.79,9.8,1.2,37.1
51423,Juvenile,Good,No,,582.56,2.7,0.7,23.6
18404,Mature,Fair,No,,18131.49,596.5,13.2,219.6
21135,Mature,Fair,No,,9398.56,232.5,7.5,76
10174,Mature,Good,No,,16781.42,653.9,14.6,591.5
59837,,,No,,,,,
6711,Mature,Good,No,,22843.71,509.5,11,442.7
59441,Juvenile,Good,No,,115.07,,,
12316,Mature,Fair,No,,34953.31,1189.2,20,929
54050,Middle aged,Fair,No,,2078.5,53.4,3.5,47.5
20795,Mature,Fair,No,,41021.59,755.4,12.2,365
11174,Middle aged,Fair,No,,11893.83,217.9,6.3,111.5
14539,Mature,Fair,No,,25166.38,729.9,13.7,405.1
15152,Over Mature,Fair,No,,5183.66,192.3,6.8,124
42233,Middle aged,Good,No,,4660.44,59.5,3.8,157.5
41337,Middle aged,Good,No,,1618.21,33.9,2.8,29.3
27191,Mature,Good,No,,20721.7,611.7,14,292.4
31880,Middle aged,Good,No,,4281.79,60.7,3.9,50.8
38016,Mature,Good,No,,3424.13,112.8,6.1,59.5
48593,Middle aged,Good,No,,4281.79,41.3,2.8,127.8
21975,Over Mature,Good,No,,47129.79,755.4,13.7,162.2
17875,Mature,Good,No,,67001.92,4681.7,36.1,1112.9
32958,Middle aged,Good,No,,7364.65,185.1,5.9,109.8
11594,Middle aged,Good,No,,3171.69,85.4,4.6,76.3
1188,Mature,Fair,No,,6291.6,87.7,4.3,58.5
5259,Mature,Fair,No,,2621.5,101.3,5.1,122.4
37048,Middle aged,Fair,No,,7732.88,154.3,6,139.2
1015,Mature,Fair,No,,4854.63,140.3,5.6,97.2
39219,Middle aged,Good,No,,1456.39,33.1,3,29.6
53220,Juvenile,Good,No,,776.74,3.7,0.8,11.6
16011,Middle aged,Fair,No,,3132.85,101.3,5.1,27.1
2004,Mature,Fair,No,,144512.5,5029.2,26.2,1172.1
14086,Mature,Fair,No,,1747.67,62.1,3.8,35.1
22178,Mature,Fair,No,,17873.12,557.4,12.8,584
48310,Juvenile,Good,No,,349.53,3.8,0.8,3.2
58314,Juvenile,Dead,No,,153.43,,,
20859,Mature,Good,No,,78644.93,2859.1,41.7,763.5
32476,Middle aged,Good,No,,3145.8,34.3,2.8,54.5
12760,Middle aged,Good,No,,783.21,15.7,1.8,42.1
28144,Mature,Good,No,,29028.5,1064.8,20.9,357.1
17641,Mature,Good,No,,9398.56,222.7,8.4,206.7
10180,Mature,Good,No,,21044.8,655.5,15.8,976.2
49411,Juvenile,Good,No,,258.91,4.3,0.9,9.9
7834,Mature,Fair,No,,33255.98,1106.9,18,106.8
38855,Mature,Fair,No,,12411.54,424.3,10.9,252.7
21955,Mature,Fair,No,,22727.74,727.5,14.9,457.9
12646,Mature,Fair,No,,27185.9,564.2,10.8,156.6
54644,Juvenile,Fair,No,,460.29,4.3,0.9,11.6
50175,Middle aged,Good,No,,1458.54,12.8,1.6,25.2
20198,Mature,Fair,No,,22843.71,487.9,9.5,331.2
21853,Mature,Fair,No,,23681.94,369.6,8.1,162.2
16298,Middle aged,Good,No,,1558.87,39.2,3.3,29.6
54610,Middle aged,Fair,No,,1398.13,20,1.8,12.6
1074,Middle aged,Fair,No,,15534.8,340.9,9.5,187
18135,Mature,Fair,No,,2537.35,74.8,3.9,20.6
16366,Mature,Good,No,,15224.1,419.5,12.1,272.7
26928,Mature,Good,No,,14619.98,468.7,12.9,434.6
47346,Middle aged,Fair,No,,1380.87,7.5,1,8.8
22031,Mature,Fair,No,,5834.18,126,5.3,20.6
11720,Mature,Fair,No,,1458.54,23.5,2,21.9
17150,Middle aged,Fair,No,,10209.82,304.4,8.9,173
49865,Mature,Fair,No,,11046.97,210.7,7.2,384.6
40749,Middle aged,Good,No,,1657.04,38.5,3,10.5
43617,Middle aged,Fair,No,,4565.5,97.4,4.6,58.5
59858,Juvenile,Good,No,,258.91,,,
9684,Mature,Fair,No,,32894.95,2148,28.3,929
52396,Middle aged,Good,No,,932.09,12.8,1.6,42.4
17879,Mature,Fair,No,,15534.8,364,10,442
54577,Juvenile,Good,No,,215.76,1.8,0.4,3.3
2208,Middle aged,Fair,No,,11893.83,175.5,5.3,390.6
2510,Mature,Fair,No,,6796.48,152.7,4.9,43.8
15738,Mature,Fair,No,,26604.78,989.9,16.9,47.5
56255,Juvenile,Good,No,,528.62,5.4,1,10.3
2486,Juvenile,Good,No,,2157.61,27.8,1.4,86.4
